TimeDate,signal quality,attention,meditation,delta,theta,low alpha,high alpha,low beta,high beta,lowgamma,mid gamma
13:30:13 12-12-2024,0,13,50,145073,79592,4506,17595,16344,5506,3443,3185
13:30:14 12-12-2024,0,11,51,90779,63294,15340,12356,10187,14471,6085,4028
13:30:15 12-12-2024,0,24,38,12979,8798,1564,3344,7005,9905,4437,12082
13:30:16 12-12-2024,0,37,24,11651,16699,1509,1989,6755,23844,15857,2931
13:30:17 12-12-2024,0,51,38,599055,11910,6558,15715,9104,10761,14635,5508
13:30:18 12-12-2024,0,51,26,49650,41530,859,7137,12363,8709,6745,3776
13:30:19 12-12-2024,0,43,40,28761,18256,6071,13939,3804,9968,13899,3141
13:30:20 12-12-2024,0,38,64,3835,5612,9084,7071,2783,14989,7337,5823
13:30:21 12-12-2024,0,43,64,1551,13511,3228,18221,3069,16592,7975,8546
13:30:22 12-12-2024,0,51,69,6624,11828,1499,3582,4359,8921,4849,3527
13:30:23 12-12-2024,0,50,74,30185,18345,10269,17034,7940,9731,6656,2082
13:30:24 12-12-2024,0,27,57,167508,116714,15376,10621,5444,7005,7803,9789
13:30:25 12-12-2024,0,26,48,85833,7247,3015,388,2502,4163,1699,1287
13:30:26 12-12-2024,0,24,61,21846,13437,5902,14627,3354,15483,8611,3883
13:30:27 12-12-2024,0,29,57,12856,26368,27154,4831,8607,22305,12857,1711
13:30:28 12-12-2024,0,50,63,7699,18221,7444,5782,6435,17589,10362,2998
13:30:29 12-12-2024,0,60,57,4333,5987,2825,2111,11963,13678,7333,3521
13:30:30 12-12-2024,0,54,61,18730,17366,6114,25353,3817,13140,5018,5200
13:30:31 12-12-2024,0,54,54,12546,15139,8080,4577,11133,8819,9819,4465
13:30:32 12-12-2024,0,60,60,17972,5434,8583,4339,4534,17433,8071,5143
13:30:33 12-12-2024,0,44,57,20864,33313,5222,1531,13061,9921,19065,1606
13:30:34 12-12-2024,0,47,44,18679,19670,10388,3324,15363,11175,11601,2711
13:30:35 12-12-2024,0,50,50,501836,13038,6556,10390,3923,13982,5801,2122
13:30:36 12-12-2024,0,41,51,5571,17611,12782,5978,5657,14293,5529,5460
13:30:37 12-12-2024,0,47,63,7598,21037,6444,10454,9412,18974,3744,3566
13:30:38 12-12-2024,0,57,61,6032,5422,1658,3850,2456,12899,4462,5180
13:30:39 12-12-2024,0,53,53,222849,27597,1724,8727,3298,8638,7387,4450
13:30:40 12-12-2024,0,47,47,47301,33444,7613,4856,4949,7765,6779,1887
13:30:41 12-12-2024,0,26,57,593553,135272,89790,91437,33642,14442,23148,4545
13:30:42 12-12-2024,0,11,56,527059,49087,8779,10270,26859,13657,28966,5479
13:30:43 12-12-2024,0,29,41,11593,8853,2430,559,7454,26091,5802,6487
13:30:44 12-12-2024,0,35,44,49572,48022,17561,12194,6425,25309,7879,3480
13:30:45 12-12-2024,0,57,24,7511,9990,3005,2698,11314,13033,17686,2220
13:30:46 12-12-2024,0,66,30,7803,10903,3375,11331,9530,14028,3391,2651
13:30:47 12-12-2024,0,53,56,17538,3915,11498,2826,12479,6995,3686,3069
13:30:48 12-12-2024,0,48,53,15501,46958,2312,17831,11062,12414,10968,2807
13:30:49 12-12-2024,0,35,60,57888,50477,15716,5593,7721,12015,5818,9597
13:30:50 12-12-2024,0,26,63,7267,21067,5308,18941,11141,10171,8629,3436
13:30:51 12-12-2024,0,23,43,26051,47295,3373,4339,5466,12810,19502,4088
13:30:52 12-12-2024,0,34,48,3037,13736,9348,5205,7459,16295,9091,4282
13:30:53 12-12-2024,0,47,51,1190,7420,5403,4266,1170,14495,18270,2013
13:30:54 12-12-2024,0,54,50,588,10248,7342,4663,2774,13168,7302,3852
13:30:55 12-12-2024,0,63,66,28397,12483,19414,4294,7375,25519,8547,3162
13:30:56 12-12-2024,0,57,70,354295,22350,29709,19138,22516,21288,14461,1394
13:30:57 12-12-2024,0,61,70,5680,3270,3194,6878,4415,16378,6494,4973
13:30:58 12-12-2024,0,69,56,3353,11360,2809,2372,7390,26683,4286,8084
13:30:59 12-12-2024,0,66,44,9082,21123,1080,6491,3516,16145,10311,4383
13:31:00 12-12-2024,0,75,35,7908,15385,469,12537,10284,21438,6756,4151
13:31:01 12-12-2024,0,77,27,3165,12800,6016,8266,6010,43365,6923,8704
13:31:02 12-12-2024,0,66,37,84675,50819,11953,9164,4937,28891,14328,3474
13:31:03 12-12-2024,0,63,50,14432,22586,17196,8984,1324,17761,5043,8231
13:31:04 12-12-2024,0,69,47,6857,12283,8017,2638,3528,36853,19018,4090
13:31:05 12-12-2024,0,50,60,59866,32681,5053,26746,5328,9814,5654,1930
13:31:06 12-12-2024,0,47,64,30341,29256,9181,10194,9973,13126,15078,3644
13:31:07 12-12-2024,0,47,70,36271,5935,18018,16299,9953,15461,11234,3941
13:31:08 12-12-2024,0,35,66,170889,54773,7202,4535,8469,25982,10662,1674
13:31:09 12-12-2024,0,35,63,4548,21740,8700,7238,5574,5427,9343,2181
13:31:10 12-12-2024,0,38,64,25522,29284,12234,10530,2488,23875,14770,6670
13:31:11 12-12-2024,0,35,50,42574,25660,5411,6949,4847,11923,12429,2608
13:31:12 12-12-2024,0,35,60,16660,24566,7370,8774,11599,14274,5431,2197
13:31:13 12-12-2024,0,37,50,46099,43645,4088,10098,9432,9661,12717,3697
13:31:14 12-12-2024,0,41,47,33772,13326,2980,10575,4469,24007,12208,9584
13:31:15 12-12-2024,0,53,50,4356,4669,9604,3141,7655,19096,21106,3899
13:31:16 12-12-2024,0,64,40,1290,6472,3807,2279,18259,16905,10039,4460
13:31:17 12-12-2024,0,64,41,81581,15063,1381,3465,1581,3784,3509,3106
13:31:18 12-12-2024,0,48,38,39169,62567,9259,10458,16099,7900,7219,3619
13:31:19 12-12-2024,0,44,41,15740,3490,2539,10406,7813,13152,6318,2219
13:31:20 12-12-2024,0,40,47,4838,13029,1579,6565,7793,19158,6223,4928
13:31:21 12-12-2024,0,50,40,585614,21256,4486,2472,12440,16853,7128,3678
13:31:22 12-12-2024,0,56,50,71092,39204,10491,28784,8291,16035,4111,7937
13:31:23 12-12-2024,0,53,56,4701,2233,13712,6983,12118,10037,13052,2587
13:31:24 12-12-2024,0,48,56,14885,27627,6985,4738,5366,21733,9565,3436
13:31:25 12-12-2024,0,48,69,15004,9853,3080,10602,8447,13981,15366,4076
13:31:26 12-12-2024,0,53,70,2318,8420,3001,10457,2577,8359,6275,3260
13:31:27 12-12-2024,0,48,66,533651,20182,15537,8673,5076,9075,11161,8388
13:31:28 12-12-2024,0,43,83,4393,9954,11082,14850,9216,10797,11434,5075
13:31:29 12-12-2024,0,43,91,7085,7060,15537,3835,3190,13941,11269,2269
13:31:30 12-12-2024,0,48,81,26327,19603,7688,8417,5293,30551,16519,6428
13:31:31 12-12-2024,0,53,67,36490,28419,8721,2321,6422,15228,13060,4462
13:31:32 12-12-2024,0,56,60,21600,13145,2894,12285,7331,13375,6392,3635
13:31:33 12-12-2024,0,51,53,20329,17571,9195,4199,5230,9901,19269,2509
13:31:34 12-12-2024,0,53,56,18902,6869,10993,5050,3616,23613,13472,5544
13:31:35 12-12-2024,0,53,41,662617,51603,3416,1147,19038,18466,14670,3542
13:31:36 12-12-2024,0,47,41,27096,35379,10460,11424,5936,11435,5745,6400
13:31:37 12-12-2024,0,47,50,15490,16830,26908,8704,9220,15254,13136,2096
13:31:38 12-12-2024,0,35,37,65789,69910,9575,4302,6582,21724,7755,4093
13:31:39 12-12-2024,0,40,67,3207,7885,17062,20867,4268,29704,7826,4608
13:31:40 12-12-2024,0,38,61,555425,59526,5319,13722,10907,15007,14202,4154
13:31:41 12-12-2024,0,48,57,5533,1218,4109,7670,3961,13723,19905,5775
13:31:42 12-12-2024,0,51,69,17481,21542,6026,12948,11712,13244,9036,1416
13:31:43 12-12-2024,0,54,48,20336,20302,2327,4638,7843,28064,7357,3552
13:31:44 12-12-2024,0,57,50,149063,73161,8390,21395,4167,30705,9208,2538
13:31:45 12-12-2024,0,35,30,134621,209565,23820,6478,18289,14045,17955,19206
13:31:46 12-12-2024,0,26,40,305395,32346,21196,20900,11213,9222,16623,2481
13:31:47 12-12-2024,0,17,60,69162,7997,5923,9046,5427,8158,10598,3122
13:31:48 12-12-2024,0,11,53,60531,89092,14826,3107,5281,16138,16933,7158
13:31:49 12-12-2024,0,35,61,518710,10878,1806,9809,15263,21744,21408,7594
13:31:51 12-12-2024,0,40,41,7036,26929,2661,4480,7383,5753,13793,7233
13:31:52 12-12-2024,0,60,47,1431,4968,628,8575,5195,24151,6277,4869
13:31:53 12-12-2024,0,47,48,18125,42236,4437,12638,8440,11484,6558,4417
13:31:54 12-12-2024,0,44,34,7436,33762,6097,2566,3344,14857,10008,5106
13:31:55 12-12-2024,0,61,43,7572,7554,7839,7765,3381,30207,7873,4732
13:31:56 12-12-2024,0,48,53,8163,11398,20728,1632,11350,12184,6360,2818
13:31:57 12-12-2024,0,48,67,8280,13347,20197,10721,9740,7933,5950,2435
13:31:58 12-12-2024,0,60,69,660,5144,3958,3313,6626,20928,7240,3607
13:31:59 12-12-2024,0,48,81,77519,10805,22393,13931,8710,13586,10275,8192
13:32:00 12-12-2024,0,54,75,10442,12814,7678,3293,1958,15687,6018,7018
13:32:01 12-12-2024,0,66,63,15994,13489,4941,21188,22884,31321,15496,2141
13:32:02 12-12-2024,0,51,77,37204,13849,8149,16115,4570,10624,4656,3339
13:32:03 12-12-2024,0,61,66,16014,8890,5436,9887,9108,22646,8575,4163
13:32:04 12-12-2024,0,50,77,413414,40499,31023,29359,14856,15787,7017,3408
13:32:05 12-12-2024,0,44,67,15415,37353,4221,6151,4753,19963,4366,3458
13:32:06 12-12-2024,0,54,54,1166,11861,7052,2920,6385,20098,7275,1859
13:32:07 12-12-2024,0,50,53,9398,20328,7644,8456,9307,20797,3913,3647
13:32:08 12-12-2024,0,54,41,337620,61757,15298,12418,8861,27202,5606,4514
13:32:09 12-12-2024,0,51,50,31265,24988,10319,3919,5249,10569,3271,2529
13:32:10 12-12-2024,0,51,54,8945,4907,4950,2999,2560,11572,6359,1275
13:32:11 12-12-2024,0,37,48,118462,52931,910,12199,6573,6695,13703,2771
13:32:12 12-12-2024,0,37,51,5415,17841,9672,5903,7723,11309,5260,2980
13:32:13 12-12-2024,0,41,61,3126,9213,9740,12872,6227,14428,21082,5749
13:32:14 12-12-2024,0,30,63,11760,17422,4479,12457,8307,10891,5437,5805
13:32:15 12-12-2024,0,38,66,11185,38776,4444,7599,3850,10439,7857,4394
13:32:16 12-12-2024,0,41,66,8609,13915,9320,4068,4394,13796,14514,3986
13:32:17 12-12-2024,0,29,60,100289,62412,27170,10869,10697,10463,4352,4623
13:32:18 12-12-2024,0,27,57,28919,22184,7572,8957,6129,9339,6554,3876
13:32:19 12-12-2024,0,23,77,7728,25836,27143,13124,6884,7594,3812,2811
13:32:20 12-12-2024,0,26,75,128115,2546,4965,4862,12068,10223,4396,3719
13:32:21 12-12-2024,0,26,81,734698,141078,106169,31921,11603,32407,44112,11735
13:32:22 12-12-2024,0,21,83,119951,15712,9455,9399,15797,4957,5132,2298
13:32:23 12-12-2024,0,23,67,400493,173136,37923,25756,42310,29889,12163,10327
13:32:24 12-12-2024,0,4,80,1312991,25368,20070,13981,1980,5296,7097,3115
13:32:25 12-12-2024,0,10,77,9021,30830,24037,3347,7373,12653,7548,6737
13:32:26 12-12-2024,0,16,67,13564,14275,3205,5801,11349,6726,4941,3298
13:32:27 12-12-2024,0,26,69,7357,16913,672,11346,6290,11779,9276,2736
13:32:28 12-12-2024,0,40,60,29506,14425,3825,13920,9725,13737,12822,2460
13:32:29 12-12-2024,0,47,61,4382,5576,9005,5347,9802,9115,13519,1362
13:32:30 12-12-2024,0,41,67,59681,44390,23096,7917,9960,13305,8569,4034
13:32:31 12-12-2024,0,43,77,1889,6242,11576,5643,7321,9658,9746,6335
13:32:32 12-12-2024,0,43,74,16864,14656,3734,5524,3404,8794,8326,1761
13:32:33 12-12-2024,0,44,64,439183,17504,9805,5367,8298,20029,6393,5444
13:32:34 12-12-2024,0,48,56,2741,40225,992,16648,15687,13488,8599,2939
13:32:35 12-12-2024,0,41,53,42697,41239,16554,17845,4408,15219,7700,2671
13:32:36 12-12-2024,0,35,56,88250,30280,5405,19633,12006,9605,10601,3885
13:32:37 12-12-2024,0,37,53,10693,15111,4416,5002,6056,17932,8401,3134
13:32:38 12-12-2024,0,34,53,23937,44657,4928,9748,6171,9046,14255,11971
13:32:39 12-12-2024,0,34,43,12195,61689,10063,9880,5724,13442,11870,3181
13:32:40 12-12-2024,0,38,57,6223,3516,11275,11075,1829,7686,7930,7190
13:32:41 12-12-2024,0,43,64,9483,7936,12309,5806,6735,31789,6726,5221
13:32:42 12-12-2024,0,47,64,33683,20199,2169,6648,5512,7065,10676,5604
13:32:43 12-12-2024,0,50,77,39175,9787,3887,14432,9897,7107,5107,1397
13:32:44 12-12-2024,0,63,54,1130,4107,1965,6124,5741,20083,3428,5565
13:32:45 12-12-2024,0,51,57,10683,21942,16408,4194,4978,13657,11172,4646
13:32:46 12-12-2024,0,50,64,6085,40135,15990,9177,6856,11336,3350,5103
13:32:47 12-12-2024,0,50,70,13187,13616,31411,5145,2416,13326,3527,3171
13:32:48 12-12-2024,0,44,56,7481,15099,1637,1572,4590,17575,7733,4631
13:32:49 12-12-2024,0,44,60,6390,17709,16081,6875,4137,12738,8366,5490
13:32:50 12-12-2024,0,51,38,38008,40690,1003,3012,3115,15880,7426,4936
13:32:51 12-12-2024,0,54,29,31664,23716,14363,19024,15648,20203,8392,3137
13:32:52 12-12-2024,0,51,40,44187,41505,11347,6666,10423,38606,8316,1159
13:32:53 12-12-2024,0,53,37,11973,17819,8226,11018,4731,17679,8011,4445
13:32:54 12-12-2024,0,56,56,44582,23390,11971,7307,7509,20623,16430,4990
13:32:55 12-12-2024,0,63,54,6795,19088,21999,6340,5708,36497,8463,7245
13:32:56 12-12-2024,0,66,64,22325,7836,12282,4723,7330,25096,12156,7530
13:32:57 12-12-2024,0,66,63,28462,12481,8922,12353,16599,17534,16635,5529
13:32:58 12-12-2024,0,66,60,412395,16394,5709,6194,6727,14448,6179,4496
13:32:59 12-12-2024,0,56,64,27727,23725,17318,12129,6208,14758,7200,3065
13:33:00 12-12-2024,0,48,66,12451,21899,7216,14141,4793,14473,4717,9627
13:33:01 12-12-2024,0,44,67,137535,36588,28699,9484,5709,30105,8948,9378
13:33:02 12-12-2024,0,44,74,3769,20456,13433,5094,4723,21939,10345,2183
13:33:03 12-12-2024,0,53,64,5378,7869,4005,6175,4187,13268,12128,10230
13:33:04 12-12-2024,0,51,64,8686,12970,12638,5119,12878,9467,8635,3300
13:33:05 12-12-2024,0,57,61,1641,11624,11593,5235,5663,24538,27953,3839
13:33:06 12-12-2024,0,50,61,9114,21403,7927,6508,10171,7971,10771,6514
13:33:07 12-12-2024,0,41,64,12801,25348,11252,10143,5642,12667,19419,3083
13:33:08 12-12-2024,0,41,63,21893,20952,5065,12832,8137,11755,13741,2176
13:33:09 12-12-2024,0,35,66,3063,17084,9807,13609,12111,13758,15477,4773
13:33:10 12-12-2024,0,41,70,106170,13760,3941,16989,3231,19615,4703,3018
13:33:11 12-12-2024,0,47,70,87040,20597,7316,17252,8894,18962,20174,6893
13:33:12 12-12-2024,0,53,69,34145,19305,5230,18572,6887,27481,18613,4105
13:33:13 12-12-2024,0,54,67,210168,15619,3546,12948,9385,12928,18305,3388
13:33:14 12-12-2024,0,47,61,26876,11740,4527,1706,1366,4530,3852,2749
13:33:15 12-12-2024,0,37,63,101619,28178,5197,15019,2478,5659,6971,4850
13:33:16 12-12-2024,0,21,56,32268,11035,1585,1951,772,2064,5341,5030
13:33:17 12-12-2024,0,16,50,437025,45748,7134,10939,10492,15195,13797,6183
13:33:18 12-12-2024,0,23,53,11169,13398,6901,9203,8463,14099,9435,3603
13:33:19 12-12-2024,0,27,48,42264,41997,16860,10239,17114,16169,7492,1216
13:33:20 12-12-2024,0,34,40,10608,20255,1983,2484,5757,6385,10136,8298
13:33:21 12-12-2024,0,27,43,343701,58747,5562,17862,4494,11303,6847,1629
13:33:22 12-12-2024,0,21,48,88098,33368,23531,24666,8007,17883,5093,2628
13:33:23 12-12-2024,0,40,47,6355,4864,4127,2711,3411,17381,9619,2880
13:33:24 12-12-2024,0,43,56,124696,23256,9398,8862,12644,15526,7303,5144
13:33:25 12-12-2024,0,40,47,81139,89069,6425,7488,9006,9332,18263,3369
13:33:26 12-12-2024,0,50,40,3287,10781,4493,13427,12318,19591,14855,5055
13:33:27 12-12-2024,0,38,47,7571,17404,9496,10682,5889,15176,5504,1832
13:33:28 12-12-2024,0,29,41,87472,56148,9813,6913,7540,11925,10240,9591
13:33:29 12-12-2024,0,63,38,104860,1082,671,462,1898,8485,4570,983
13:33:30 12-12-2024,0,63,38,271375,8299,5276,3322,1914,11855,4463,2625
13:33:31 12-12-2024,0,70,38,8334,6100,3924,7225,3128,15022,24177,4350
13:33:32 12-12-2024,0,66,35,37014,72419,13022,1765,7403,7748,10056,2157
13:33:33 12-12-2024,0,48,51,36894,24376,7502,24818,21456,29721,8474,6472
13:33:34 12-12-2024,0,41,51,16902,28168,18362,3964,7399,15840,9056,3990
13:33:35 12-12-2024,0,21,56,18206,58729,21107,35594,16019,11872,6662,3164
13:33:36 12-12-2024,0,37,64,10522,15448,3965,10476,10546,15256,5731,4204
13:33:37 12-12-2024,0,34,61,1513,18725,12953,2008,11560,12553,12077,3283
13:33:38 12-12-2024,0,27,74,51025,28049,38913,11570,8302,14913,2522,4015
13:33:39 12-12-2024,0,30,74,48851,19654,18723,3386,4042,6520,6700,5446
13:33:40 12-12-2024,0,27,75,10428,20752,7299,8707,5679,11909,14048,2131
13:33:41 12-12-2024,0,29,84,11675,5908,20681,2208,9531,14101,18228,5460
13:33:42 12-12-2024,0,41,77,8180,12357,7570,7877,5850,17082,29998,5000
13:33:43 12-12-2024,0,43,74,794979,23313,11095,12953,12278,8638,8581,6430
13:33:44 12-12-2024,0,24,67,275871,33983,6810,4783,5556,1510,2379,858
13:33:45 12-12-2024,0,7,69,184451,29694,24497,19327,14239,3235,1324,541
13:33:46 12-12-2024,0,3,66,562329,44453,9063,16280,3019,26553,2921,6954
13:33:47 12-12-2024,0,14,63,6002,9324,2393,9063,4824,13215,29562,2851
13:33:48 12-12-2024,0,37,61,7779,20754,7535,2461,4833,13355,1488,1950
13:33:49 12-12-2024,0,67,40,10253,5584,1813,3546,9826,17270,4559,4884
13:33:50 12-12-2024,0,64,35,5987,24284,4902,3089,10562,8514,8703,2545
13:33:51 12-12-2024,0,60,35,22701,26759,13410,5833,6798,14279,15028,9691
13:33:52 12-12-2024,0,50,35,500289,61226,16648,9633,19226,11398,7724,2416
13:33:53 12-12-2024,0,40,54,86858,4916,6211,3130,1361,6894,3106,584
13:33:54 12-12-2024,0,30,63,10985,18570,10717,3593,9032,4004,12526,2872
13:33:55 12-12-2024,0,26,50,32679,37644,1145,5517,5860,6664,6504,1557
13:33:56 12-12-2024,0,34,51,79782,23120,7127,3152,3830,9315,4311,3032
13:33:57 12-12-2024,0,24,30,37865,41762,7107,4522,14272,11979,4426,777
13:33:58 12-12-2024,0,34,34,20856,19474,15132,2335,7208,10596,4359,1937
13:33:59 12-12-2024,0,27,53,261068,60935,53604,7420,10374,12228,11394,3366
13:34:00 12-12-2024,0,23,63,36267,14149,10848,1693,2261,3795,1588,876
13:34:01 12-12-2024,0,16,67,234008,77756,13884,10887,17672,9869,5213,2564
13:34:02 12-12-2024,0,26,60,4451,11993,2286,7608,9071,20002,12352,3640
13:34:03 12-12-2024,0,37,47,1938,16115,3956,2672,3620,7545,10910,2452
13:34:04 12-12-2024,0,44,47,14721,9318,1858,14301,7864,8824,3547,775
13:34:05 12-12-2024,0,38,44,236769,59163,8266,7007,2358,3129,4360,1944
13:34:06 12-12-2024,0,26,61,15222,9483,7349,9097,2850,6936,4401,4523
13:34:07 12-12-2024,0,14,70,15817,22810,8194,5765,1716,2845,7267,8773
13:34:08 12-12-2024,0,8,70,23950,22601,18373,4884,4603,6736,6150,1538
13:34:09 12-12-2024,0,14,70,449832,44328,10807,2492,3700,5616,4226,7882
13:34:10 12-12-2024,0,4,48,303260,194841,31038,4046,10568,24022,29828,10095
13:34:11 12-12-2024,0,14,47,19565,5708,1708,1866,374,2361,4051,1381
